Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2021-12-15,Vicky and Her Mystery,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",158.14,287,7.3,fr,"Adventure, Family, Drama",https://image.tmdb.org/t/p/original/u6fBXfWU7jaG0zWYiOvh1myEQC.jpg
2019-08-30,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",158.094,362,8.4,ja,"Animation, Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/original/j73LuQcA21KvkVFcroWWMN8tTJv.jpg
2021-10-22,7 Prisoners,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,158.066,216,7.1,pt,"Drama, Crime",https://image.tmdb.org/t/p/original/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg
2022-02-23,11M,"Survivors and insiders recount March 11, 2004's terrorist attack on Madrid, including the political crisis it ignited and the hunt for the perpetrators.",157.39,11,6.5,es,Documentary,https://image.tmdb.org/t/p/original/3yEVCvU9EDEmuM7KcqXxB6eY5E2.jpg
2021-04-12,Seobok: Project Clone,"A former intelligence agent gets involved with the first human clone, Seobok, who others seek, causing trouble.",156.421,110,7.6,ko,"Science Fiction, Action",https://image.tmdb.org/t/p/original/nxxuWC32Y6TULj4VnVwMPUFLIpK.jpg
2004-05-19,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",155.923,9736,7.2,en,"Animation, Family, Comedy, Fantasy, Adventure",https://image.tmdb.org/t/p/original/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg
2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",155.793,6222,6.2,en,"Adventure, Fantasy, Family",https://image.tmdb.org/t/p/original/vayx5t1cYCpBGV9ylTGn0Sr9rA2.jpg
2016-08-26,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",155.483,8426,8.5,ja,"Romance, Animation, Drama",https://image.tmdb.org/t/p/original/q719jXXEzOoYaps6babgKnONONX.jpg
2021-12-17,Chief Daddy 2: Going for Broke,"The Beecroft family are ready to spend all of Chief Daddy's inheritance, but not if the CEO of his company has anything to do with it.",155.401,59,5.9,en,Comedy,https://image.tmdb.org/t/p/original/mCOhpT4thaUTPbBvFKYibgpNnCy.jpg
2016-04-27,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",155.386,19474,7.4,en,"Adventure, Action, Science Fiction",https://image.tmdb.org/t/p/original/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
2019-10-02,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",155.06,20016,8.2,en,"Crime, Thriller, Drama",https://image.tmdb.org/t/p/original/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
2012-12-20,Jack Reacher,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",154.981,5678,6.6,en,"Crime, Drama, Thriller, Action",https://image.tmdb.org/t/p/original/zlyhKMi2aLk25nOHnNm43MpZMtQ.jpg
2022-03-04,The Invisible Thread,The teenage son of two fathers makes a documentary film about his parents but is surprised when a real-life plot twist occurs in his family.,154.77,43,6.7,it,"Comedy, Drama",https://image.tmdb.org/t/p/original/qQwEDjypPHSVGvseGkkbedOraEI.jpg
2021-08-11,SAS: Red Notice,"An off-duty SAS soldier, Tom Buckingham, must thwart a terror attack on a train running through the Channel Tunnel. As the action escalates on the train, events transpire in the corridors of power that may make the difference as to whether Buckingham and the civilian passengers make it out of the tunnel alive.",154.104,344,5.9,en,"Drama, Action, Thriller",https://image.tmdb.org/t/p/original/6Y9fl8tD1xtyUrOHV2MkCYTpzgi.jpg
2020-09-04,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",153.973,5520,7.0,en,"Adventure, Fantasy, Drama",https://image.tmdb.org/t/p/original/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg
2022-02-10,I Want You Back,"Peter and Emma thought they were on the precipice of life’s biggest moments – marriage, kids, and houses in the suburbs – until their respective partners dumped them. Horrified to learn that the loves of their lives have already moved on, Peter and Emma hatch a hilarious plan to win back their exes with unexpected results.",153.819,89,6.1,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/mljQydSPAmyshvq1WHKveNfDLeC.jpg
2006-07-06,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,152.964,13140,7.3,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
2009-09-29,Ninja Assassin,"Ninja Assassin follows Raizo, one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",152.29,1115,6.5,en,Action,https://image.tmdb.org/t/p/original/x9UdRFI4o0tlAIWAxwbXQLnGa7R.jpg
2013-12-25,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",152.102,19325,8.0,en,"Crime, Drama, Comedy",https://image.tmdb.org/t/p/original/pWHf4khOloNVfCxscsXFj3jj6gP.jpg
2021-12-30,Hilda and the Mountain King,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again — and save the city of Trolberg.",151.978,50,7.4,en,"Animation, Adventure, Fantasy, Family, TV Movie",https://image.tmdb.org/t/p/original/3vm7LOe7DhkiA7umBhslQy9MdkY.jpg
2021-06-04,Rurouni Kenshin: The Beginning,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",151.971,252,7.8,ja,"Action, Adventure, Drama",https://image.tmdb.org/t/p/original/rODS466qSdrwMlGdbUwPENhDN2c.jpg
2021-12-24,Minnal Murali,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,151.512,192,7.2,ml,"Action, Adventure, Comedy",https://image.tmdb.org/t/p/original/efetKFDyptrRpoHBb103Tg3Auw5.jpg
2019-07-12,Pokémon: Mewtwo Strikes Back - Evolution,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",150.992,366,6.7,ja,"Animation, Adventure, Fantasy, Action, Family",https://image.tmdb.org/t/p/original/xlO50h3EX1w99KGztTzsjQBwPfs.jpg
2021-07-30,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,"The Chaldea Organization must deal with the Grand Temple of Solomon, the King of Magic, which has come to destroy the world.",150.735,4,7.0,ja,"Animation, Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/1kRgPGHmqSpKdx1dzCjzG6QoYHb.jpg
2014-08-07,Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",150.428,5774,5.9,en,"Science Fiction, Action, Adventure, Comedy",https://image.tmdb.org/t/p/original/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
2015-02-11,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",150.025,10087,5.9,en,"Drama, Romance, Thriller",https://image.tmdb.org/t/p/original/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg
2021-11-15,Never Back Down: Revolt,An amateur fighter is lured by a trafficking syndicate specializing in elite underground fighting where her brutal captor forces her to fight or face certain death.,149.856,45,6.6,en,Action,https://image.tmdb.org/t/p/original/icAG01wZyy1ZpS3UEnPReph3jMV.jpg
2021-01-15,Wish Dragon,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,149.833,783,8.1,en,"Animation, Family, Comedy, Fantasy",https://image.tmdb.org/t/p/original/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg
2002-03-10,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",149.753,10875,7.3,en,"Animation, Comedy, Family, Adventure",https://image.tmdb.org/t/p/original/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg
2019-08-01,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",149.514,5643,6.9,en,"Action, Adventure, Comedy",https://image.tmdb.org/t/p/original/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg
1999-10-30,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",149.026,11384,7.6,en,"Animation, Comedy, Family",https://image.tmdb.org/t/p/original/xVhEI1WCgNCCa5I86AqiwuZoog3.jpg
2021-08-18,Sweet Girl,"A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",148.93,850,6.8,en,Action,https://image.tmdb.org/t/p/original/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg
2021-08-18,The Stronghold,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",148.876,710,7.5,fr,Thriller,https://image.tmdb.org/t/p/original/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg
